,Unnamed: 0,URL,Price,Marka,Model,İşletim Sistemi,Ön Kamera Çözünürlüğü,Arka Kamera Çözünürlüğü,Bellek Kapasitesi,Batarya Kapasitesi,Ekran Boyutu,Ekran Çözünürlüğü,Garanti Türü,Hızlı Şarj Özelliği,Çift Hatlı,Toza Dayanıklılık,En,NFC,GPS,Hafıza Kartı Desteği,Yonga Seti (Chipset),4.5G Desteği,İşlemci,Bluetooth Sürüm,Arka Kamera Video Kayıt Çözünürlüğü,CPU Frekansı,Ekran / Gövde Oranı,Optik Görüntü Sabitleyici,Çözünürlük Standardı,USB Bağlantı Tipi,USB Versiyonu,Boy,İkinci Arka Kamera Çözünürlüğü,Kalınlık,Suya Dayanıklılık,Parmak izi Okuyucu,Üçüncü Arka Kamera Çözünürlüğü,Ağırlık,Arka Kamera Video FPS Değeri,Dördüncü Arka Kamera Çözünürlüğü,CPU Çekirdeği,Ekran Tipi,5G Desteği,Yüz Tanıma,Toza Dayanıklılık Seviyesi,Suya Dayanıklılık Seviyesi,1.Yardımcı İşlemci,İkinci Ön Kamera Çözünürlüğü,Kamera Zoom,2.Yardımcı İşlemci,Beşinci Arka Kamera Çözünürlüğü,Dahili_Hafiza
1545,1545,https://www.n11.com/urun/samsung-galaxy-s20-plus-128-gb-samsung-turkiye-garantili-1255038?magaza=hanzedeiletisim," 7.879,00 ", Samsung, Galaxy S20+, Android, 10 MP, 12 MP, 12 GB, 4500 mAh," 6.7""", 1440 x 3200, Distribütör Garantili, Var, Var, Var, 73.7 MM, Var, Var, Var, Samsung Exynos 990, Var, Dual-core 2.73 GHz Mongoose M5,5.0, 4320p (Ultra HD) 8K, 2.73 GHz, % 90.27, Var, QHD+,,, 161.9 MM, 12 MP, 7.8 MM, Var, Var, 64 MP, 188 G, 24 fps, 10 MP,8.0, Dynamic AMOLED, Var, Var, IP6X, IPX8,,, 3x Optik,,,128.0
1546,1546,https://www.n11.com/urun/xiaomi-redmi-note-9s-duos-64-gb-xiaomi-turkiye-garantili-1348266?magaza=bittibitiyor," 3.010,00 ", Xiaomi, Redmi Note 9S, Android, 16 MP, 48 MP, 4 GB, 5020 mAh," 6.67""", 1080 x 2400, Distribütör Garantili, Var, Var,, 76.68 MM,, Var, Var, Qualcomm Snapdragon 720G (SM7125), Var, Dual-core 2.3 GHz ARM Cortex-A76 (Kryo 465),5.0, 2160p (Ultra HD) 4K, 2.3 GHz, % 84.27, Yok, FHD+, USB Type-C, 2.0, 165.75 MM, 8 MP, 8.8 MM,, Var, 5 MP, 209 G, 30 fps, 2 MP,8.0, IPS LCD, Yok, Var,,,,,,,,64.0
1547,1547,https://www.n11.com/urun/xiaomi-mi-note-10-lite-64-gb-6-gb-ram-xiaomi-turkiye-garantili-1377383?magaza=bittibitiyor," 3.849,00 ", Xiaomi, Mi Note 10 Lite, Android, 16 MP, 64 MP, 6 GB, 5260 mAh," 6.47""", 1080 x 2340, Distribütör Garantili, Var, Var,, 74.2 MM, Var, Var, Yok, Qualcomm Snapdragon 730G (SM7150-AB), Var, Dual-core 2.2 Ghz Kryo 470 (Gold),5.0, 2160p (Ultra HD) 4K, 2.2 GHz, % 87.25, Yok, FHD+, USB Type-C, 2.0, 157.8 MM, 8 MP, 9.67 MM,, Var, 5 MP, 204 G, 30 fps, 2 MP,8.0, AMOLED, Yok, Var,,,,,,,,64.0
1548,1548,https://www.n11.com/urun/xiaomi-redmi-note-9-128-gb-xiaomi-turkiye-garantili-1387209?magaza=bittibitiyor," 2.949,90 ", Xiaomi, Redmi Note 9, Android, 13 MP, 48 MP, 4 GB, 5020 mAh," 6.53""", 1080 x 2340, Distribütör Garantili, Var, Var,, 77.2 MM,, Var, Var, MediaTek Helio G85, Var, Dual-core 2.0 GHz ARM Cortex-A75,5.0, 1080p (Full HD), 2 GHz, % 83.22,, Full HD, Type-C USB, 2.0, 162.3 MM, 8 MP, 8.9 MM, Var, Var, 2 MP, 199 G, 30 fps, 2 MP,8.0, IPS LCD,, Var,, Sadece Sıçramalara Karşı,,,,,,128.0
1549,1549,https://www.n11.com/urun/samsung-galaxy-a21s-duos-64-gb-samsung-turkiye-garantili-1402396?magaza=alkisiletisim," 2.689,00 ", Samsung, Galaxy A21S, Android, 13 MP, 48 MP, 4 GB, 5000 mAh," 6.5""", 720 x 1600, Distribütör Garantili, Var, Var,, 75.3 MM, Var, Var, Var, Samsung Exynos 850, Var, Quad-Core 2.0 GHz ARM Cortex-A55,5.0, 1080p (Full HD), 2 GHz, % 82.43,, HD+, USB Type-C, 2.0, 163.7 MM, 8 MP, 8.9 MM,, Var, 2 MP, 192 G, 30 fps, 2 MP,8.0, PLS,,,,,,,,,,64.0
1550,1550,https://www.n11.com/urun/samsung-galaxy-a11-32-gb-samsung-turkiye-garantili-1402323?magaza=alkisiletisim," 2.279,00 ", Samsung, Galaxy A11, Android, 8 MP, 13 MP, 2 GB, 4000 mAh," 6.4""", 720 x 1560, Distribütör Garantili, Var,,, 76.3 MM, Var, Var, Var, Qualcomm Snapdragon 450 (SDM450), Var, Octa-Core 1.8 Ghz ARM Cortex-A53,4.2, 1080p (Full HD), 1.8 GHz, % 81.4,, HD+, USB Type-C, 2.0, 161.4 MM, 5 MP, 8 MM,,, 2 MP, 177 G, 30 fps,,8.0, PLS,,,,,,,,,,32.0
1551,1551,https://www.n11.com/urun/oppo-a72-128-gb-oppo-turkiye-garantili-1436850?magaza=alkisiletisim," 3.028,00 ", Oppo, A72, Android, 16 MP, 48 MP, 4 GB, 4880 mAh," 6.5""", 2400 x 1080, Distribütör Garantili,,,, 75.5 MM, Var, Var,,,,,5.0,,,,,,,, 162 MM, 8 MP, 8.9 MM,,, 2 MP, 192 G,, 2 MP,, TFT LCD,,,,,,,,,,128.0
1552,1552,https://www.n11.com/urun/oppo-realme-c3i-duos-32-gb-realme-turkiye-garantili-1451350?magaza=alkisiletisim," 2.499,00 ", Oppo, Realme C3i Duos, Android,, 12 MP, 2 GB, 5000 mAh," 6.5""", 720 x 1600, Distribütör Garantili,, Var,, 75 MM,, Var, Var, MediaTek Helio G70, Var, Dual-core 2.0 GHz ARM Cortex-A75,5.0, 1080p (Full HD), 2 GHz, %82.7,, HD+, Micro-USB, 2.0, 164.4 MM, 2 MP, 9 MM,,,, 195 G, 30 fps,,8.0, IPS LCD,,,,,,,,,,32.0
1553,1553,https://www.n11.com/urun/casper-via-x20-premium-128-gb-casper-turkiye-garantili-1483733?magaza=alkisiletisim," 3.381,00 ", Casper, VIA.X20, Android 10 (Q), 25 MP, 48 MP, 6 GB, 4510 mAh, 163.73, 2340 x 1080, Distribütör Garantili, Var, Var,, 77.1, Yok, Var, 512 GB, MediaTek Helio™ P70, Var, A73 Cortex,4.2, FULL HD, 2.1GHz + 2.0 GHz, 84%,, 1080, Type-C USB,," 6.53""", 8 MP, 8.8 MM,, Var, 2 MP, 190 G, 30, 2 MP,8.0, Ips,, Var,,,,, Var,,,128.0
1554,1554,https://www.n11.com/urun/oppo-a5s-32-gb3-gb-oppo-turkiye-garantili-1126704?magaza=alkisiletisim," 2.199,00 ", Oppo, A5s, Android, 8 MP, 13 MP, 3 GB, 4230 mAh," 6.2""", 720 x 1520, Distribütör Garantili,, Yok, Yok, 75.4 MM, Yok, Var, Var, MediaTek MT6765 (Helio P35), Var, Quad-Core 2.3 GHz ARM Cortex-A53,4.2, 1080p (Full HD), 2.3 GHz, % 80.86, Yok, HD+, Micro-USB, 2.0, 155.9 MM, 2 MP, 8.2 MM, Yok, Var,, 170 G, 30 fps,,8.0, IPS LCD, Yok,,,,,,,,,32.0
1555,1555,https://www.n11.com/urun/tcl-10-plus-duos-64-gb-tcl-turkiye-garantili-1518790?magaza=alkisiletisim," 3.500,00 ", Tcl, 10 PLUS, Android, 16 MP, 48 MP, 6 GB, 4500 mAh," 6.47""", 1080 x 2340, Distribütör Garantili, Var, Var,, 72.88 MM, Var, Var, Var, Qualcomm Snapdragon 665 (SM6125), Var, Quad-core 2.0 GHz Kryo 260 (Gold),5.0, 2160p (Ultra HD) 4K, 2.0 GHz, % 89.02,,, USB Type-C, 2.0, 158.9 MM, 8 MP, 8.95 MM,, Var, 2 MP, 172 G, 30 fps, 2 MP,8.0, AMOLED,, Var,,, Quad-Core 1.8 GHz Kryo 260 (Silver),,,,,64.0
1556,1556,https://www.n11.com/urun/oppo-a31-64-gb-oppo-turkiye-garantili-1400774?magaza=alkisiletisim," 2.539,00 ", Oppo, A31, Android, 8 MP, 12 MP, 4 GB, 4230 mAh," 6.5""", 720 x 1600, Distribütör Garantili,,,, 75.5 MM,, Var, Var, MediaTek MT6765 (Helio P35), Var, Quad-core 2.3 GHz ARM Cortex-A53,5.0, 1080p (Full HD), 2.3 GHz, % 81.7,, HD+, Type-C USB, 2.0, 163.9 MM, 2 MP, 8.3 MM,, Var, 2 MP, 180 G, 30 fps,,8.0, IPS LCD,,,,,,,,,,64.0
1557,1557,https://www.n11.com/urun/huawei-p40-lite-duos-128-gb-huawei-turkiye-garantili-1341859?magaza=trendmarket," 3.039,00 ", Huawei, P40 Lite, Android, 16 MP, 48 MP, 6 GB, 4200 mAh," 6.4""", 1080 x 2310, Distribütör Garantili, Var, Var,, 76.3 MM, Var, Var, Var, Huawei Kirin 810, Var, Dual-core 2.27 GHz ARM Cortex-A76,5.0, 1080p (Full HD), 2.27 GHz, % 83.26, Yok, FHD+, USB Type-C, 2.0, 159.2 MM, 8 MP, 8.7 MM,, Var, 2 MP, 183 G, 30 fps, 2 MP,8.0,,,,,,,,,,,128.0
1558,1558,https://www.n11.com/urun/xiaomi-redmi-9c-duos-64-gb-xiaomi-turkiye-garantili-1591705?magaza=incehesap," 2.628,00 ", Xiaomi, Redmi 9C, Android, 5 MP, 13 MP, 3 GB, 5000 mAh," 6.53""", 720 x 1600, Distribütör Garantili,, Var,, 77.07 MM, Var,, Var, MediaTek Helio G35, Var, Quad-Core 2.3 GHz ARM Cortex-A53,5.0, 1080p (Full HD), 2.3 GHz, % 81.1,, HD+, Micro-USB, 2.0, 164.9 MM, 2 MP, 9 MM,, Var, 2 MP, 196 G, 30 fps,,8.0, IPS LCD,, Var,,, Quad-Core 1.8 Ghz ARM Cortex-A53,,,,,64.0
1559,1559,https://www.n11.com/urun/honor-8s-duos-3-gb-64-gb-honor-turkiye-garantili-1350443?magaza=berkegrup," 2.833,00 ", Honor, 8S, Android, 5 MP, 13 MP, 3 GB, 3020 mAh," 5.71""", 720 x 1520, Distribütör Garantili, Yok, Var,, 70.78 MM, Yok, Var, Var, MediaTek MT6761 (Helio A22), Var, Quad-Core 2.0GHz ARM Cortex-A53,5.0, 1080p (Full HD), 2 GHz, % 77.62, Yok, HD+, Micro-USB, 2.0, 147.13 MM,, 8.45 MM,,,, 146 G, 30 fps,,4.0, IPS LCD,,,,,,,,,,64.0
1560,1560,https://www.n11.com/urun/xiaomi-redmi-9a-duos-32-gb-xiaomi-turkiye-garantili-1495479?magaza=karadenizekspress," 2.173,00 ", Xiaomi, Redmi 9A, Android, 5 MP, 13 MP, 2 GB, 5000 mAh," 6.53""", 720 x 1600, Distribütör Garantili,, Var,, 77 MM,, Var, Var, MediaTek Helio G25, Var, Octa-Core 2.0 GHz ARM Cortex-A53,5.0, 1080p (Full HD), 2 GHz, % 81.1,, HD+, Micro-USB, 2.0, 164.9 MM,, 9 MM,,,, 196 G, 60 fps,,8.0, IPS LCD,,,,,,,,,,32.0
1561,1561,https://www.n11.com/urun/samsung-galaxy-a31-duos-128-gb-samsung-turkiye-garantili-1345263?magaza=ceptemax," 2.929,00 ", Samsung, Galaxy A31, Android, 20 MP, 48 MP, 4 GB, 5000 mAh," 6.4""", 1080 x 2400, Distribütör Garantili,, Var,, 73.1 MM, Var, Var, Var,, Var, MediaTek MT6768 (Quad 2GHz + Quad 1.7GHz),, 1080p (Full HD),,, Var, FHD+,,, 159.3 MM, 5 MP, 8.6 MM,, Var, 8 MP, 185 G, 30 fps, 5 MP,, Super AMOLED,,,,,,,,,,128.0
1562,1562,https://www.n11.com/urun/xiaomi-redmi-note-9-pro-64-gb-xiaomi-turkiye-garantili-1377379?magaza=akay-bilisim," 3.405,00 ", Xiaomi, Redmi Note 9 Pro, Android, 16 MP, 64 MP, 6 GB, 5020 mAh," 6.67""", 1080 x 2400, Distribütör Garantili, Var, Var,, 76.68 MM, Var, Var, Var, Qualcomm Snapdragon 720G (SM7125), Var, Dual-core 2.3 GHz ARM Cortex-A76 (Kryo 465),5.0, 2160p (Ultra HD) 4K, 2.3 GHz, % 84.27, Yok, FHD+, USB Type-C, 2.0, 165.75 MM, 8 MP, 8.8 MM,, Var, 5 MP, 209 G, 30 fps, 2 MP,8.0, IPS LCD, Yok, Var,,,,,,,,64.0
1563,1563,https://www.n11.com/urun/oppo-a31-64-gb-oppo-turkiye-garantili-1400774?magaza=akay-bilisim," 2.560,00 ", Oppo, A31, Android, 8 MP, 12 MP, 4 GB, 4230 mAh," 6.5""", 720 x 1600, Distribütör Garantili,,,, 75.5 MM,, Var, Var, MediaTek MT6765 (Helio P35), Var, Quad-core 2.3 GHz ARM Cortex-A53,5.0, 1080p (Full HD), 2.3 GHz, % 81.7,, HD+, Type-C USB, 2.0, 163.9 MM, 2 MP, 8.3 MM,, Var, 2 MP, 180 G, 30 fps,,8.0, IPS LCD,,,,,,,,,,64.0
1564,1564,https://www.n11.com/urun/xiaomi-redmi-note-8-pro-64-gb6-gb-xiaomi-turkiye-garantili-1128174?magaza=idefix," 3.319,00 ", Xiaomi, Redmi Note 8 Pro, Android, 20 MP, 64 MP, 6 GB, 4500 mAh," 6.53""", 1080 x 2340, Distribütör Garantili, Var, Var, Var, 76.4 MM, Var, Var, Var, MediaTek Helio G90T, Var, Dual-Core 2.05 GHz ARM Cortex-A76,5.0, 2160p (Ultra HD) 4K, 2.05 GHz, % 84.1, Yok, FHD+, USB Type-C, 2.0, 161.3 MM, 8 MP, 8.8 MM, Var, Var, 2 MP, 199 G, 30 fps, 2 MP,8.0, IPS LCD, Yok, Var, IP5X, IPX2,,,,,,64.0
1565,1565,https://www.n11.com/urun/oppo-rx17-neo-128-gb-oppo-turkiye-garantili-881180?magaza=bszelektronik," 2.699,00 ", Oppo, RXI7 Neo, Android, 25 MP, 16 MP, 4 GB, 3600 mAh," 6.41""", 1080 x 2340, Distribütör Garantili,, Yok, Yok, 75.5 MM, Yok, Var, Var, Qualcomm Snapdragon 660 (SDM660), Var, Octa-Core 2.2 GHz Kryo 260,5.0, 2160p (Ultra HD) 4K, 2.2 GHz, % 83.59, Yok, FHD+, Micro-USB, 2.0, 158.3 MM, 2 MP, 7.4 MM, Yok, Var,, 156 G, 30 fps,,8.0, AMOLED, Yok,,,,,,,,,128.0
1566,1566,https://www.n11.com/urun/samsung-galaxy-m11-duos-32-gb-samsung-turkiye-garantili-1348930?magaza=reyontek," 2.249,00 ", Samsung, Galaxy M11, Android, 8 MP, 13 MP, 3 GB, 5000 mAh," 6.4""", 720 x 1560, Distribütör Garantili, Var, Var,, 76.3 MM, Yok, Var, Var,,, Octa-Core 1.8 GHz,, 1080p (Full HD),,,, HD,,, 161.4 MM, 2 MP, 9 MM,,, 5 MP, 197 G, 30 fps,,, TFT,,,,,,,,,,32.0
1567,1567,https://www.n11.com/urun/xiaomi-redmi-8-32-gb-xiaomi-turkiye-garantili-1163248?magaza=incehesap," 2.269,00 ", Xiaomi, Redmi 8, Android, 8 MP, 12 MP, 3 GB, 5000 mAh," 6.26""", 720 x 1520, Distribütör Garantili, Var, Var, Yok, 75.41 MM, Var, Var, Var, Qualcomm Snapdragon 439 (SDM439), Var, 2.0 GHz Dual Core 1.45 GHz Hexa Core,4.2, 1080p (Full HD), 1.95 GHz, % 81.07, Yok, HD+, USB Type-C, 2.0, 156.48 MM, 2 MP, 9.4 MM, Var, Var,, 188 G, 30 fps,,8.0, IPS LCD, Yok, Var,,,,,,,,32.0
1568,1568,https://www.n11.com/urun/huawei-p30-pro-128-gb-huawei-turkiye-garantili-907675?magaza=beskenelektronik," 8.799,00 ", Huawei, P30 Pro, Android, 32 MP, 40 MP, 6 GB, 4200 mAh," 6.47""", 1080 x 2340, Distribütör Garantili, Var, Yok, Var, 73.4 MM, Var, Var, Var, HiSilicon Kirin 980, Var, Dual-Core 2.6 GHz ARM Cortex-A76,5.0, 2160p (Ultra HD) 4K, 2.6 GHz, % 88.25, Var, FHD+, USB Type-C,, 158 MM, 20 MP, 8.41 MM, Var, Var, 8 MP, 192 G, 30 fps,,8.0, OLED,,, IP6X, IPX8,,, 5x Optik,,,128.0
1569,1569,https://www.n11.com/urun/samsung-galaxy-a20s-32-gb-samsung-turkiye-garantili-1164725?magaza=yuvamiletisim," 2.679,00 ", Samsung, Galaxy A20s, Android, 8 MP, 13 MP, 3 GB, 4000 mAh," 6.5""", 720 x 1560, Distribütör Garantili, Var, Var, Yok, 77.5 MM, Yok, Var, Var, Qualcomm Snapdragon 450 (SDM450), Var, 1.8 Ghz ARM Cortex-A53,4.2, 1080p (Full HD), 1.8 GHz, % 81.24, Yok, HD+, USB Type-C, 2.0, 163.3 MM, 8 MP, 8 MM, Yok, Var, 5 MP, 183 G, 30 fps,,8.0, IPS LCD, Yok, Var,,,,,,,,32.0
1570,1570,https://www.n11.com/urun/oppo-a31-64-gb-oppo-turkiye-garantili-1400774?magaza=cennetelektro," 2.539,00 ", Oppo, A31, Android, 8 MP, 12 MP, 4 GB, 4230 mAh," 6.5""", 720 x 1600, Distribütör Garantili,,,, 75.5 MM,, Var, Var, MediaTek MT6765 (Helio P35), Var, Quad-core 2.3 GHz ARM Cortex-A53,5.0, 1080p (Full HD), 2.3 GHz, % 81.7,, HD+, Type-C USB, 2.0, 163.9 MM, 2 MP, 8.3 MM,, Var, 2 MP, 180 G, 30 fps,,8.0, IPS LCD,,,,,,,,,,64.0
1571,1571,https://www.n11.com/urun/apple-iphone-se-2020-64-gb-apple-turkiye-garantili-1381478?magaza=eylulletisim," 4.921,00 ", Apple, iPhone SE 2020, iOS, 7 MP, 12 MP, 3 GB, 1821 mAh," 4.7""", 750 x 1334, Distribütör Garantili, Var,, Var, 67.3 MM, Var, Var,, Apple A13 Bionic, Var,,5.0, 2160p (Ultra HD) 4K, 2.6 GHz, % 65.36, Var,, Lightning,, 138.4 MM,, 7.3 MM, Var, Var,, 148 G, 60 fps,,6.0, IPS LCD,,, IP6X, IPX7,,,,,,64.0
1572,1572,https://www.n11.com/urun/oppo-a5-2020-64-gb3-gb-oppo-turkiye-garantili-1134582?magaza=sonbir11," 2.449,00 ", Oppo, A5 2020, Android, 8 MP, 12 MP, 3 GB, 5000 mAh," 6.5""", 720 x 1600, Distribütör Garantili,, Yok, Yok, 75.6 MM, Var, Var, Var, Qualcomm Snapdragon 665 (SM6125), Var, Quad-Core 2.0 GHz Kryo 260 (Gold),5.0, 2160p (Ultra HD) 4K, 2.0 GHz, % 81.75, Yok, HD+, USB Type-C, 2.0, 163.6 MM, 8 MP, 9.1 MM, Yok, Var, 2 MP, 195 G, 30 fps, 2 MP,8.0, IPS LCD, Yok,,,,,,,,,64.0
1573,1573,https://www.n11.com/urun/apple-iphone-se-2020-64-gb-apple-turkiye-garantili-1381478?magaza=piranlar41," 4.921,00 ", Apple, iPhone SE 2020, iOS, 7 MP, 12 MP, 3 GB, 1821 mAh," 4.7""", 750 x 1334, Distribütör Garantili, Var,, Var, 67.3 MM, Var, Var,, Apple A13 Bionic, Var,,5.0, 2160p (Ultra HD) 4K, 2.6 GHz, % 65.36, Var,, Lightning,, 138.4 MM,, 7.3 MM, Var, Var,, 148 G, 60 fps,,6.0, IPS LCD,,, IP6X, IPX7,,,,,,64.0
1574,1574,https://www.n11.com/urun/xiaomi-redmi-note-9-pro-128-gb-6-gb-ram-xiaomi-turkiye-garantili-1377366?magaza=akay-bilisim," 3.679,00 ", Xiaomi, Redmi Note 9 Pro, Android, 16 MP, 64 MP, 6 GB, 5020 mAh," 6.67""", 1080 x 2400, Distribütör Garantili, Var, Var,, 76.68 MM, Var, Var, Var, Qualcomm Snapdragon 720G (SM7125), Var, Dual-core 2.3 GHz ARM Cortex-A76 (Kryo 465),5.0, 2160p (Ultra HD) 4K, 2.3 GHz, % 84.27, Yok, FHD+, USB Type-C, 2.0, 165.75 MM, 8 MP, 8.8 MM,, Var, 5 MP, 209 G, 30 fps, 2 MP,8.0, IPS LCD, Yok, Var,,,,,,,,128.0
1575,1575,https://www.n11.com/urun/samsung-galaxy-m31-128-gb-samsung-turkiye-garantili-1293075?magaza=e-markets," 2.999,00 ", Samsung, Galaxy M31, Android, 32 MP, 64 MP, 6 GB, 6000 mAh," 6.4""", 1080 x 2340, Distribütör Garantili, Var, Var, Yok, 75.1 MM, Var, Var, Var, Samsung Exynos 7 Series 9611, Var, Quad-core 2.3 GHz ARM Cortex-A73,5.0, 2160p (Ultra HD) 4K, 2.3 GHz, % 83.35, Yok, FHD+, USB Type-C, 2.0, 159.2 MM, 8 MP, 8.9 MM, Yok, Var, 5 MP, 191 G, 30 fps, 5 MP,8.0, Super AMOLED, Yok,,,,,,,,,128.0
1576,1576,https://www.n11.com/urun/xiaomi-redmi-9-duos-64-gb-xiaomi-turkiye-garantili-1455290?magaza=karadenizekspress," 2.544,00 ", Xiaomi, Redmi 9 Duos, Android, 8 MP, 13 MP, 4 GB, 5020 mAh," 6.53""", 1080 x 2340, Distribütör Garantili, Var, Var,, 77.01 MM,, Var, Var, MediaTek Helio G80, Var, Dual-core 2.0 GHz ARM Cortex-A75,5.0, 1080p (Full HD), 2 GHz, % 82.51,, Full HD, USB Type-C, 2.0, 163.32 MM, 8 MP, 9.1 MM,, Var, 5 MP, 198 G, 30 fps, 2 MP,8.0, IPS LCD,,,,,,,,,,64.0
1577,1577,https://www.n11.com/urun/huawei-mate-20-duos-128-gb-ithalatci-garantili-1378622?magaza=ademoglu-ticaret," 4.799,00 ", Huawei, Mate 20 Duos, Android, 24 MP, 12 MP, 4 GB, 4000 mAh," 6.53""", 1080 x 2244, İthalatçı Garantili, Var, Var, Var, 77.2 MM, Var, Var, Var, HiSilicon Kirin 980, Var, Dual-core 2.6 GHz ARM Cortex-A76,5.0, 2160p (Ultra HD) 4K, 2.6 GHz, % 87.45,,, Type-C USB, 3.0, 158.2 MM, 16 MP, 8.3 MM, Var, Var, 8 MP, 188 G, 30 fps,,8.0, IPS LCD,, Var, IP5X, IPX3,,,,,,128.0
1578,1578,https://www.n11.com/urun/vestel-venus-v7-64-gb-vestel-turkiye-garantili-1026793?magaza=berkegrup," 2.139,00 ", Vestel, Venus V7, Android, 13 MP, 13 MP, 3 GB, 4050 mAh," 6.21""", 720 x 1520, Distribütör Garantili,, Yok, Yok, 71.8 MM, Yok, Var, Var, MediaTek MT6762 (Helio P22), Var, Quad-Core 2.0 GHz ARM Cortex-A53,5.0, 1080p (Full HD), 2.0 GHz, % 85.46, Yok, HD+, USB Type-C, 2.0, 155.4 MM, 2 MP, 8.11 MM, Yok, Var,, 163 G, 30 fps,,8.0, IPS LCD, Yok,,,,,,,,,64.0
1579,1579,https://www.n11.com/urun/xiaomi-redmi-note-8-pro-128-gb6-gb-duos-xiaomi-turkiye-garantili-1135133?magaza=pimarkt," 3.340,00 ", Xiaomi, Redmi Note 8 Pro, Android, 20 MP, 64 MP, 6 GB, 4500 mAh," 6.53""", 1080 x 2340, Distribütör Garantili, Var, Var, Var, 76.4 MM, Var, Var, Var, MediaTek Helio G90T, Var, Dual-Core 2.05 GHz ARM Cortex-A76,5.0, 2160p (Ultra HD) 4K, 2.05 GHz, % 84.1, Yok, FHD+, USB Type-C, 2.0, 161.3 MM, 8 MP, 8.8 MM, Var, Var, 2 MP, 199 G, 30 fps, 2 MP,8.0, LED, Yok, Var, IP5X, IPX2,,,,,,128.0
1580,1580,https://www.n11.com/urun/samsung-galaxy-note-8-64-gb-samsung-turkiye-garantili-332217?magaza=reyontek," 5.699,00 ", Samsung, Galaxy Note 8, Android, 8 MP, 12 MP, 6 GB, 3300 mAh," 6.3""", 1440 x 2960, Distribütör Garantili, Var, Yok, Var, 74.8 MM, Var, Var, Var, Samsung Exynos 9 Octa 8895, Var, Quad-Core 2.3 GHz Exynos M2,5.0, 2160p (Ultra HD) 4K, 2.3 GHz, % 82.87, Var, QHD+, USB Type-C, 3.1 Gen 1 (USB 3.0), 162.5 MM, 12 MP, 8.6 MM, Var, Var,, 195 G, 30 fps,,8.0, Super AMOLED, Yok,, IP6X, IPX8,,,,,,64.0
1581,1581,https://www.n11.com/urun/samsung-galaxy-m51-dual-sim-128-gb-samsung-turkiye-garantili-1528412?magaza=e-markets," 3.999,00 ", Samsung, M51, Android, 32 MP, 64 MP, 8 GB, 7000 mAh," 6.7""", 1080 x 2400, Distribütör Garantili, Var, Var, Yok, 76.3 MM, Var, Var, Var, Qualcomm Snapdragon 730G (SM7150-AB), Var, Dual-core 2.2 Ghz Kryo 470 (Gold),5.0, 2160p (Ultra HD) 4K, 2.2 GHz, % 86.42, Yok, FHD+, USB Type-C, 2.0, 163.9 MM, 12 MP, 9.5 MM, Yok, Var, 5 MP, 213 G, 30 fps, 5 MP,8.0, Super Amoled, Yok,,,,,,,,,128.0
1582,1582,https://www.n11.com/urun/samsung-galaxy-m21-duos-64-gb-samsung-turkiye-garantili-1481543?magaza=e-markets," 2.549,00 ", Samsung, Galaxy M21 Duos, Android, 20 MP, 48 MP, 4 GB, 6000 mAh," 6.4""", 3840 x 2160, Distribütör Garantili, Var, Var,, 75.1 MM, Var, Var, Var, Samsung Exynos 7 Series 9611, Var, Quad-Core 2.3 GHz ARM Cortex-A73,5.0, 2160p (Ultra HD) 4K, 2.3 GHz, % 83.7,, FHD+, USB Type-C, 2.0, 159 MM, 8 MP, 8.9 MM,, Var, 5 MP, 188 G, 30 fps,,8.0, Super AMOLED,, Var,,,,,,,,64.0
1583,1583,https://www.n11.com/urun/apple-iphone-11-pro-64-gb-apple-turkiye-garantili-1110153?magaza=beyazyaka," 11.381,99 ", Apple, iPhone 11 Pro, iOS, 12 MP, 12 MP, 4 GB, 3190 mAh," 5.8""", 1125 x 2436, Distribütör Garantili, Var, Yok, Var, 71.4 MM, Var, Var, Yok, Apple A13 Bionic, Var, Dual-Core 2.65 GHz Lightning,5.0, 2160p (Ultra HD) 4K, 2.65 GHz, % 78.62, Var, FHD+, Lightning, 2.0, 144 MM, 12 MP, 8.1 MM, Var, Yok, 12 MP, 188 G, 60 fps,,6.0, OLED, Yok, Var, IP6X, IPX8,,, 2x Optik,,,64.0
1584,1584,https://www.n11.com/urun/apple-iphone-11-64-gb-apple-turkiye-garantili-1109951?magaza=piranlar41," 7.644,00 ", Apple, iPhone 11, iOS, 12 MP, 12 MP, 4 GB, 3046 mAh," 6.1""", 828 x 1792, Distribütör Garantili, Var, Yok, Var, 75.7 MM, Var, Var, Yok, Apple A13 Bionic, Var, Dual-Core 2.65 GHz Lightning,5.0, 2160p (Ultra HD) 4K, 2.65 GHz, % 78.31, Var, HD+, Lightning, 2.0, 150.9 MM, 12 MP, 8.3 MM, Var, Yok,, 194 G, 60 fps,,6.0, IPS LCD, Yok, Var, IP6X, IPX8,,,,,,64.0
